StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,PROLIFIC_PID,Group
2/12/2025 22:58,2/12/2025 23:05,IP Address,173.183.104.248,100,396,True,2/12/2025 23:05,R_3xADPAg6GKe3RC1,,,,,49.866,-119.7387,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,Yes,,,,,,,,,,,Probably yes,It was pretty good; the video didnt show complete range of motion so hard to say with certainty the variations available. ,I thought it was decent but it seemed limited in range; I would have like to see more flexibility in motion. ,I dont think so; I dont think there have been enough improvements on the vocal and personality aspects of robots....yet,Probably yes,60,Male,Some University but no degree,Moderately,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,6596ee3059fd91b64d1374b6,3
2/12/2025 23:00,2/12/2025 23:05,IP Address,205.250.254.120,100,286,True,2/12/2025 23:05,R_30f5U6w60iM93JD,,,,,49.1888,-122.8439,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,Neutral,"The technical quality of the robot is very good, it is very clear",No I don’t have any recommendations ,No because that is very complicated,Probably not,,,,,,,,,,,26,Male,University - Bachelors Degree,Moderately,Not at all,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,66427f0b55de60f109f6fdab,1
2/12/2025 22:57,2/12/2025 23:05,IP Address,220.235.238.132,100,451,True,2/12/2025 23:05,R_4qyuhOpAv1pDb5I,,,,,-37.7867,144.9178,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Probably yes,the way it moves and talks through what it is doing is a positive - a negative for me is that I think it is quite creepy  ,no - other than please do not make it human looking I find those way to creepy,"I hope not - I think it gets rid of the written words for people to read to understand topics, could be used for kinestic and auditory learners",Probably not,,,,,,,,,,,25,Female,Some University but no degree,Moderately,Slightly,No,Slightly,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,65a606f7822585aa77d7b2f1,1
2/12/2025 22:53,2/12/2025 23:05,IP Address,184.161.61.85,100,716,True,2/12/2025 23:05,R_74dDo4vhxK8dhfJ,,,,,45.5329,-73.5565,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,Probably not,"Great, impressive. it is engaging and captures your attention like  some kind of uncanny feeling, an alien perhaps, taking to you, but it is human made.",it could talk more naturally,i dont't think the manipulations on the board are necessary to learn,Probably not,,,,,,47,Female,Some University but no degree,Not at all,Moderately,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,good,5e29fd5f2bec3b065e9a729e,2
2/12/2025 22:56,2/12/2025 23:05,IP Address,209.89.49.136,100,535,True,2/12/2025 23:05,R_1afQB5m6jBvqgNP,,,,,53.632,-113.6363,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,this robot clearly states how it maps each piece clearly but it does not state how the algorithm works when moving a piece,Add algorithms to find the best move ,"Not really, this is more expensive than computers, has little value to general personal users ",Probably yes,,,,,,,,,,,27,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Moderately,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,66a3ac0c7093275627cde87c,1
2/12/2025 23:00,2/12/2025 23:05,IP Address,109.76.79.184,100,320,True,2/12/2025 23:05,R_28MbrvitCuDqsRK,,,,,53.3297,-6.2708,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably yes,it appears well functioning but moves slowly,make the voice more lifelike,I am unsure as to whether they could replace computers,Probably not,,,,,,32,Female,"Graduate or professional degree (MA, MS, MBA, PhD, Law Degree, Medical Degree, etc.)",Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,60fddf7d37552b32ac488583,2
2/12/2025 22:59,2/12/2025 23:05,IP Address,143.58.186.24,100,371,True,2/12/2025 23:05,R_8JIXPiwrTAf4ava,,,,,51.5277,0.0252,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,No,1-3 days a week,No,,,,,,Probably yes,"It depends on the robot’s capabilities. If the robot can play chess at different skill levels, explain moves, and engage with students interactively, it could be a great tool for teaching chess in schools.","Implement AI that adjusts to the student’s skill level. 	•	Provide real-time explanations for moves instead of just playing them. 	•	Offer hints instead of outright suggestions to encourage thinking.  2. Voice and Interactive Feedback 	•	Add voice narration to explain strategies, openings, and tactics. 	•	Allow students to ask questions and get verbal responses. 	•	Use a touchscreen or app integration for additional learning materials.","Why Robots Could Gain Popularity 	1.	Tactile and Physical Engagement – Many players prefer physical chessboards over digital screens. A robot that moves pieces and provides real-time coaching could offer a more immersive experience. 	2.	Better for Young Learners – Interactive robots could help children stay engaged and reduce screen time while learning chess. 	3.	AI and Adaptive Learning – Future robots will likely have stronger AI with personalized coaching, similar to Chess.com or Lichess, but in a real-world setting. 	4.	Classroom and Group Use – Robots could be useful for schools and chess clubs where multiple students can observe and interact without needing individual devices.  Why Screens Won’t Be Fully Replaced 	1.	Versatility of Screens – Chess apps allow for online play, advanced analysis, and access to massive databases of games, which a robot may struggle to replicate. 	2.	Cost and Accessibility – High-quality chess robots with AI coaching would be expensive, whereas chess software on a tablet or PC is widely accessible. 	3.	Portability and Convenience – A chess app on a phone or laptop is more convenient for learning and playing anywhere, unlike a physical robot. 	",Neutral,,,,,,25,Male,Secondary,Very,Very,Yes,Very,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,tegrate a strong chess engine (like Stockfish or Leela Chess Zero) for deep position analysis.,676572a47bc6b2b5d9a5be63,2
2/12/2025 23:00,2/12/2025 23:05,IP Address,142.198.39.45,100,277,True,2/12/2025 23:05,R_6QDtZGLLsEtrPI5,,,,,43.7627,-79.7606,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,Probably yes,"The robot moves swiftly - positive, it is understanding the board",Already place such data into the system,"NO. I believe that being totally autonomous is against human nature, and humans want to preform tasks themselves to ensure there are no mistakes",Probably yes,,,,,,,,,,,19,Female,Some University but no degree,Slightly,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,65084a5ee9f095c9602252cb,1
2/12/2025 23:00,2/12/2025 23:05,IP Address,92.236.39.56,100,275,True,2/12/2025 23:05,R_23ZVxWqUKSrfDOo,,,,,51.3873,-0.1596,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,,,,,,Probably yes,positive being it sounds like it gives good descriptions of instructions and difference tactics.,"The only recommendation would be that the robot should be open to questions and available for questions like why should i make this move, or would this move be better.","i think it’s open to either way, screen based could be more simple and accessible and “quick” whereas robots would be for more extensive teaching and actually being able to visualise the board physically which can be benefitial.",Probably yes,,,,,,20,Male,Some University but no degree,Extremely,Slightly,No,Moderately,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,678c26af5306e7259640c1cd,2
2/12/2025 22:57,2/12/2025 23:05,IP Address,152.37.71.75,100,473,True,2/12/2025 23:05,R_2IQcXIbbogDw2w0,,,,,51.5026,-0.1339,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Definitely yes,Seems to move well and not too noisily [sound could still be a distraction for aurally sensitive students]. Clamp seems secure and the base of the robot takes up a small surface area. Voice is clear and I'm sure can be adjusted for speed and pitch,Maybe offer an option of familiar sounding voices with positive associations to further engage students e.g. Neil deGrasse Tyson,yes but robots like this can also be used in conjunction with screen-based computers as i think they both have their pros and cons,Probably yes,,,,,,,,,,,41,Female,University - Bachelors Degree,Moderately,Slightly,No,Slightly,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,,5ebac8f4b855e10507cfb343,1
2/12/2025 22:55,2/12/2025 23:05,IP Address,147.194.152.230,100,610,True,2/12/2025 23:05,R_7ef8mgsmZgDMXSR,,,,,43.5119,-79.6299,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,,,,,,Probably yes,I like that the robot can pick up chess pieces and move them around while explaining the reasons or the consequences of moving. I actually do not like the robot talking because it seems very fake to me as if it is directly using someone's voice or imitating someone's voice.,The robot should be able to communicate in different languages and also different kinds of spoken English. I think it should be made more attractive/visually appealing. I did not like the look of it in general nor the colour.,I think it might be possible but there are pros and cons. If there is a malfunction or if the input provided is wrong then the output will also be wrong and can misguide people. I think there would need to be continuous observation of the robot and assessment of whether it is functioning properly and providing accurate information.,Definitely not,,,,,,37,Female,University - Bachelors Degree,Not at all,Not at all,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,I prefer not to respond,Machines surpass humans,Humans surpass machines,I prefer not to respond,Humans surpass machines,Humans surpass machines,Machines surpass humans,Humans surpass machines,,5dd9850ee4bf2090766c21d8,2
